название,описание,цена,картинка
Ноутбук Lenovo IdeaPad 3 15IIL05 Intel Core i3-1005G1 8GB DDR4 512GB SSD Intel Graphics 620 HD DOS серый,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1366x768; объем оперативной памяти 8 Гб; накопитель SSD 512 Гб; вес от 1.85 кг            ",44050 сом,https://www.kivano.kg/images/product/97589/1631262081_93891200.jpg
Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 8GB DDR 256GB SSD Intel Iris Xe Graphics G7 FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 8 Gb DDR; Объем накопителя SSD: 256 Gb;Вес: от 1.65 кг            ",55270 сом,https://www.kivano.kg/images/product/106037/1651644620_65148800.jpg
Ноутбук HP 15s-fq3033nq Intel Pentium N6000 8GB DDR4 500GB SSD W11 Black,"



        Операционная система Windows 11; процессор Intel Pentium N6000 (4/4) 1100-3300 MHz; оперативная память 8 GB DDR4; накопитель 500 GB SSD; экран 15.6"" TN 1366x768; видеоадаптер Intel Graphics            ",34840 сом,https://www.kivano.kg/images/product/106549/1652455576_20448600.jpg
Ноутбук Acer Extensa EX215-52-38SC Intel Core i3-1005G1 12GB DDR4 512GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 12GB DDR4; накопитель 512GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics             ",40200 сом,https://www.kivano.kg/images/product/107573/1655376889_17538300.jpg
Ноутбук Lenovo IdeaPad Gaming 3 15IHU6 Intel Core i5-11300H 8GB DDR 256GB SSD Nvidia GTX1650 4GB FHD W11 черный,"



        Тип: ноутбук; Операционная система: Windows 11; Процессор: Intel Core i5-11300H; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Nvidia GTX 1650; Объем оперативной памяти: 8 Gb DDR; Объем накопителя SSD: 256 Gb; Вес: от 2.25 кг            ",69000 сом,https://www.kivano.kg/images/product/107829/1656050985_41932000.jpg
Ноутбук Lenovo IP3 15IML05 Intel Core i7-10510U 20GB DDR4 1000GB HDD + 128GB SSD NVIDIA MX330 FHD DOS Platinum Gray,"



        Операционная система DOS; процессор Intel Core i7-10510U (4/8) 1800-4900 MHz; оперативная память 20 GB DDR4; накопитель 1000GB HDD + 128GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер NVIDIA MX330            ",73630 сом,https://www.kivano.kg/images/product/108597/1657706184_63527200.jpg
Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i5-1135G7 8GB DDR 512GB SSD Intel Iris Xe Graphics G7 FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1135G7; Разрешение экрана: 1920x1080 Full HD; Видеоконтроллер: Intel Iris Xe Graphics; Объем оперативной памяти: 8 Gb DDR; Объем накопителя SSD: 512 Gb;Вес: от 1.65 кг            ",57450 сом,https://www.kivano.kg/images/product/106038/1651644703_66575200.jpg
Ноутбук HP 15s-fq3033nq Intel Pentium N6000 16GB DDR4 500GB SSD W11 Black,"



        Операционная система Windows 11; процессор Intel Pentium N6000 (4/4) 1100-3300 MHz; оперативная память 16 GB DDR4; накопитель 500 GB SSD; экран 15.6"" TN 1366x768; видеоадаптер Intel Graphics            ",38270 сом,https://www.kivano.kg/images/product/106550/1652455597_60426000.jpg
Ноутбук Lenovo IP3 15IML05 Intel Core i7-10510U 8GB DDR4 1000GB HDD + 512GB SSD NVIDIA MX330 FHD DOS Platinum Gray,"



        Операционная система DOS; процессор Intel Core i7-10510U (4/8) 1800-4900 MHz; оперативная память 8GB DDR4; накопитель 1000GB HDD + 512GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер NVIDIA MX330            ",72750 сом,https://www.kivano.kg/images/product/108598/1657706482_70936000.jpg
Ноутбук Lenovo Ideapad S145-15AST AMD A6-9225 4GB DDR4 1000GB HDD + 256GB SSD AMD Radeon R7 2GB HD черный,"



        Тип: ноутбук; Процессор: AMD A6-9225; Разрешение экрана: 1366x768; Графический контроллер: AMD Radeon R7 Graphics; Объем оперативной памяти: 4 Gb DDR4;Объем накопителя HDD: 1000 Gb; Объем накопителя SSD: 256 Gb; Вес: от 1.85 кг            ",41250 сом,https://www.kivano.kg/images/product/83767/1599713072_52330800.png
Ноутбук HP 255 G8 AMD Ryzen 3 3250U 4GB DDR4 500GB HDD DOS Silver,"



        Операционная система DOS; процессор AMD Ryzen 3 3250U (2/4) 2600-3500 MHz; оперативная память 4 GB DDR4; накопитель 500 GB HDD; экран 15.6"" SVA 1366x768; видеоадаптер Radeon Graphics            ",36860 сом,https://www.kivano.kg/images/product/106039/1651645210_11992500.png
Ноутбук Lenovo IP Gaming 3 15ACH6 AMD Ryzen 5 5600H 8GB DDR4 1000GB HDD + 128GB SSD FHD NVIDIA RTX3050 DOS Black,"



        Операционная система DOS; процессор AMD Ryzen 5 5600H (6/12) 3300-4200 MHz; оперативная память 8 GB DDR4; накопитель 1000 GB HDD + 128 GB SSD; экран 15.6"" IPS 1920x1080~120 Гц; видеоадаптер...            ",81320 сом,https://www.kivano.kg/images/product/106551/1652457350_70289600.jpg
Ноутбук Lenovo IP3 15IML05 Intel Core i7-10510U 12GB DDR4 1000GB HDD + 512GB SSD NVIDIA MX330 FHD DOS Platinum Gray,"



        Операционная система DOS; процессор Intel Core i7-10510U (4/8) 1800-4900 MHz; оперативная память 12GB DDR4; накопитель 1000GB HDD + 512GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер NVIDIA MX330            ",75370 сом,https://www.kivano.kg/images/product/108599/1657706680_79923500.jpg
